#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018206190142
#Sectors = s0001-s0001
#Created Date = 2018-11-14
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00214913685-01,214913685,1,3,5914.5,4.64,7.4248,0.429874,0.288944,14.5415,0.00352674,85.3259,0.0718628,0.750479,13.4901,1053.02,0.56269,1325.59,0.953936,0.00278377,0.539102,52.2769,-1.07222,4,7907.01,116.084,193.34,843.388,119.572
00214913685-02,214913685,2,3,5914.5,4.64,7.03194,-1,11.5294,-1,0.140723,24.4266,0.069305,0.750479,22619.9,-1,2.5,1325.37,-1,0.31134,0.1,51.0008,-0.39167,5,13978.3,115.409,108.015,858.81,128.561
00214913685-03,214913685,3,3,5914.5,4.64,7.33468,0.00779192,6.02728,1.2877,0.0735665,3.9308,0.0712801,0.750479,5387.38,999.628,10.8635,1325.61,0.0146335,1.73566,0.775449,52.9171,-0.86944,4,4354.6,87.4354,102.582,846.828,121.535
00214913715-01,214913715,1,1,5559,4.10326,7.48535,36.805,0.0385916,26.8073,0.000242799,2.46961,0.074441,1.45594,0.0678357,90.0418,22.4429,1326.79,43.7717,0.00658017,0.356172,26.7528,5.21111,4,8787.61,73.8692,112.388,1084.81,327.294
00214913775-01,214913775,1,4,3498,4.85619,16.9015,0.0040779,8.6588,20.3306,0.18795,43.6103,0.10001,0.422,17636.3,2057.51,2.05621,1332.37,0.00218545,1.0281,0.963938,26.0624,-0.48333,2,871.837,41.896,56.0804,317.063,2.38839
00214913775-02,214913775,2,4,3498,4.85619,16.5169,0.00557932,6.70235,6.5773,0.145483,23.1951,0.0984869,0.422,13583,1447.26,3.62254,1332.17,0.00292148,1.81127,0.932482,19.495,2.0125,2,707.363,24.7875,36.6031,319.506,2.46284
00214913775-03,214913775,3,4,3498,4.85619,14.8258,0.002548,6.81859,16.3986,0.148006,30.6498,0.0916442,0.422,8214.92,2026.2,2.08558,1334.18,0.00168345,1.04279,0.999881,13.7894,-1.52639,2,270.344,21.9876,29.6349,331.219,2.84435
00214913775-04,214913775,4,4,3498,4.85619,12.3954,0.00490024,1.89878,0.52365,0.0412154,21.459,0.0813332,0.422,2004.85,206.663,4.59643,1332.72,0.00359357,0.182073,0.00336007,14.4669,0.62083,2,282.307,22.3428,29.6925,351.588,3.61125
00214991065-01,214991065,1,2,4703,4.55375,15.4357,0.00480225,4.77953,0.862672,0.0576666,26.4747,0.110407,0.759204,3482.1,300.81,3.5744,1332.12,0.0027594,0.355871,0.689406,15.499,-0.53889,2,770.674,43.029,58.5859,544.187,20.726
00214991065-02,214991065,2,2,4703,4.55375,15.8958,0.0103062,5.89855,0.886367,0.0711679,18.1073,0.11259,0.759204,5230.22,185.362,5.38706,1331.8,0.00506152,0.682045,0.709626,8.86412,0.94583,2,639.177,27.0079,34.9134,538.886,19.9301
00214992249-01,214992249,1,5,5848.47,4.38,16.3205,0.00232769,15.3275,22.8968,0.127597,30.5223,0.128429,1.10034,6181.97,35732.6,2.1296,1331.84,0.00175619,1.0648,1,26.5157,-0.73611,2,67.1587,32.3205,37.2626,755.382,76.9463
00214992249-02,214992249,2,5,5848.47,4.38,5.5657,0.00370463,1.49255,0.960885,0.0124251,8.08851,0.0626883,1.10034,156.931,92.0065,3.65365,1325.5,0.0092996,0.0978275,0.739684,11.5061,0.51944,5,345.28,30.9362,30.2746,1081.2,322.952
00214992249-03,214992249,3,5,5848.47,4.38,13.6736,0.00292828,11.8064,12.5418,0.0982849,15.294,0.114137,1.10034,3571.36,26365.4,3.10879,1334.7,0.00165992,1.5544,1,9.14321,-1.91111,2,61.8569,19.6321,21.271,801.279,97.4218
00214992249-04,214992249,4,5,5848.47,4.38,5.35655,0.000332267,4.064,1.26618,0.0338317,19.5296,0.0611078,1.10034,1330.4,121.461,2.15031,1326.06,0.00107039,0.0715816,0.129088,8.11492,-0.3,6,91.8648,16.2768,13.632,1095.09,339.874
00214992249-05,214992249,5,5,5848.47,4.38,16.1417,0.00362145,4.77046,0.547481,0.0397128,34.192,0.127489,1.10034,1302.49,153.609,1.65553,1332.79,0.00188796,0.4176,0.932981,7.79033,0.32083,2,1.52896,13.076,13.0103,758.161,78.0849
00214992269-01,214992269,1,4,4992.4,3.98,5.73028,0.00256043,4.2655,1.34549,0.0448206,11.2908,0.0402593,0.871747,2380.11,464.312,4.05477,1326,0.0059119,0.174555,0.03261,16.6741,1.67639,5,1386.12,74.1006,85.4206,1025.09,260.96
00214992269-02,214992269,2,4,4992.4,3.98,5.89989,0.00123893,44.2415,483.774,0.464876,19.938,0.0410499,0.871747,89743.6,413568,2.42408,1325.42,0.00145398,1.21204,0.999995,18.0549,0.11111,5,175.76,40.7388,39.4083,1015.17,251.006
00214992269-03,214992269,3,4,4992.4,3.98,7.05648,0.00147625,5.47639,0.897033,0.0575442,12.7496,0.0462531,0.871747,3923.54,330.247,4.47648,1327.97,0.00238131,0.244069,0.00861067,16.0543,-1.6375,4,176.588,24.3968,33.9994,956.37,197.709
00214992269-04,214992269,4,4,4992.4,3.98,7.92619,0.00342772,7.64954,1.13662,0.0803789,7.93172,0.0499795,0.871747,7195.02,580.387,7.25456,1325.48,0.00531446,0.72638,0.521906,4.94599,-1.27778,4,484.76,30.6503,42.1949,920.027,169.326
00215054743-01,215054743,1,3,5011,4.51765,7.92477,4.59847,0.133983,17.6413,0.00147425,2.14882,0.0732174,0.832486,1.69201,420.164,10.9588,1326.07,8.82979,0.13655,0.939086,52.2051,4.79305,4,13956.8,231.842,459.466,745.586,73.0317
00215054743-02,215054743,2,3,5011,4.51765,16.469,0.00143888,32.7613,86.314,0.36048,39.2858,0.119234,0.832486,52516.6,101979,2.9554,1331.01,0.000936755,1.4777,0.999999,5.51354,0.55139,2,6945.26,123.374,171.193,584.257,27.5383
00215054743-03,215054743,3,3,5011,4.51765,12.9129,0.0118381,5.3956,1.3771,0.0593691,7.10868,0.101384,0.832486,3783,367.187,11.7657,1331.37,0.0102674,1.08811,0.642379,2.12115,-3.12222,2,1100.58,55.5731,76.5069,633.606,38.0888
00215054758-01,215054758,1,2,6622,4.438,20.3072,0.0037242,6.68987,6.4962,0.0398672,24.1063,0.194113,1.53709,1722.39,172.935,5.73434,1331.36,0.00266919,0.304482,0.536758,21.2602,15.0278,2,320.452,27.2522,36.639,822.249,108.027
00215054758-02,215054758,2,2,6622,4.438,8.46906,0.00195353,4.45292,4.36707,0.0265364,11.9698,0.108354,1.53709,800.246,90.8892,5.52221,1326.1,0.00254931,0.144855,0.112349,13.2653,-1.57361,4,345.023,30.4077,26.2571,1100.55,346.7
00219118940-01,219118940,1,2,7172,4.16262,0.202396,1.37119e-005,3.83941,1.7064,0.0202249,2.71806,0,1.7389,459.144,57.2389,0.594904,1325.49,0.000535975,0.0123739,0.0109212,12.4506,0.0982,138,70.0461,8.51227,2.358,0,0
00219118940-02,219118940,2,2,7172,4.16262,0.202378,6.9317e-006,5.1397,2.14579,0.0270745,2.36846,0,1.7389,822.95,48.1346,0.692788,1325.38,0.000304711,0.0195203,0.0485176,1.41443,0.15028,138,60.76,12.2573,3.36817,0,0
00219140650-01,219140650,1,4,3287,4.438,11.8517,0.00499138,2.9526,0.344347,0.027046,15.1627,0.101783,1,764.763,73.9925,4.51796,1335.42,0.00401811,0.225472,0.695724,7.73945,6.85139,2,18.2666,14.1218,13.6,454.625,10.0957
00219140650-02,219140650,2,4,3287,4.438,18.9873,0.00400254,2.61589,0.988436,0.0239617,29.7809,0.139358,1,684.76,75.5434,4.98833,1330.43,0.00325825,0.116775,0.00097429,4.93483,-0.82361,2,20.3763,13.0696,14.4612,388.532,5.38551
00219140650-03,219140650,3,4,3287,4.438,10.533,0.00252843,1.84748,8.23035,0.016923,79.5364,0.0940854,1,331.884,81.316,0.962126,1327.34,0.00262984,0.0183548,0.360233,5.84616,4.33889,3,5.16546,8.8727,8.05327,472.858,11.8153
00219140650-04,219140650,4,4,3287,4.438,9.99781,0.00350129,1.63574,1.6684,0.0149835,30.6634,0.090871,1,235.007,49.5084,1.84724,1332.23,0.00369951,0.0518231,0.693248,6.03395,5.63611,3,3.64877,8.52861,7.50556,481.148,12.6659
00219141434-01,219141434,1,1,5649,4.43051,11.5166,0.00423415,4.0401,0.772041,0.0366291,14.4693,0.0999656,1.01033,1578.71,152.362,6.3086,1335.99,0.00291648,0.223256,0.000445751,2.62563,1.36806,2,17.2782,13.9787,15.5742,792.446,93.1966
00219153443-01,219153443,1,1,3443,4.89176,14.6136,0.0269653,2.39225,0.421652,0.0612098,3.30412,0.0835928,0.358,3585.8,363.395,23.548,1325.94,0.0190646,3.86836,0.822983,3.56456,1.62083,2,0.92175,8.01532,6.03131,314.402,2.30922
00219176544-01,219176544,1,1,3260,4.438,18.8199,0.0070582,7.56065,0.424512,0.0692559,11.6457,0.138537,1,5718.08,351.086,13.2192,1332.92,0.0050437,0.858182,0.00115372,6.50983,-1.35417,2,1.48947,17.3272,14.8959,386.479,5.27262
00219308281-01,219308281,1,1,5697,4.36057,2.85694,-1,10.7407,-1,0.0893075,4.77756,0.0396256,1.10165,9340.33,-1,5,1325.4,-1,0.419375,0.1,5.48272,1.48611,10,12.687,98.8688,36.667,1325.48,729.474
00219319702-01,219319702,1,1,5856,4.29718,7.13484,0.0035002,3.93343,0.52745,0.0297708,3.95794,0.0739703,1.21026,753.27,66.9682,6.56123,1327.83,0.00613793,1.1007,0.920183,5.34058,-0.52639,4,31.0651,25.8253,30.078,1045.21,282.056
00219322317-01,219322317,1,2,5524,4.39453,8.54459,0.000569546,23.9264,23.9313,0.211473,12.6846,0.0810598,1.03638,41872.3,681.875,4.70063,1332.79,0.000762214,2.35031,0.798773,7.05118,4.26944,3,0.94775,95.2775,55.5801,871.57,136.374
00219322317-02,219322317,2,2,5524,4.39453,8.54604,0.0031476,6.18065,6.23262,0.0546276,15.1001,0.081069,1.03638,3230.62,330.847,3.73607,1328.52,0.00401795,0.298064,0.606278,3.98168,3.40278,3,0.27062,9.4442,5.82633,871.521,136.343
00219325360-01,219325360,1,1,6133,4.35019,12.4533,0.0100725,6.57337,0.992967,0.0504938,3.60851,0.110588,1.19247,2482.67,382.138,18.2721,1335.42,0.00634129,2.36819,0.808008,2.8189,4.05417,2,3.77599,9.25736,10.2553,888.658,147.387
00219328784-01,219328784,1,1,4511,4.55226,1.96882,6.57966e-005,12.7339,8.18999,0.15792,5.61751,0.0274365,0.738625,9036.06,231.812,1.59595,1326.95,0.000477732,0.797977,0.999001,3.27054,-0.18194,14,81.5871,55.7741,19.7239,1032.79,268.888
00219335256-01,219335256,1,3,5119,4.53834,0.274077,2.71306e-005,4.65528,7.01184,0.0515452,1.10226,0.00786358,0.827284,868.879,86.3315,1.63186,1325.49,0.00148011,0.81593,0.99956,8.19801,0.13242,102,61.2101,12.5099,3.16547,2316.83,6809.22
00219335256-02,219335256,2,3,5119,4.53834,0.832059,0.000415351,7.70081,13.9002,0.0852667,1.23676,0.016487,0.827284,2513.53,662.06,3.93238,1326.11,0.00821854,1.96619,0.999774,13.7201,0.27553,34,59.3565,10.7402,7.42267,1600.05,1549.02
00219335256-03,219335256,3,3,5119,4.53834,0.806337,0.000541192,10.9289,18.5688,0.121009,1.31773,0.0161454,0.827284,5267.37,238941,3.89011,1325.73,0.00613082,1.94505,1,15.5955,0.27222,35,28.8566,16.0947,11.0626,1616.89,1615.25
00219338557-01,219338557,1,1,4028,4.55902,8.19506,0.00147721,2.18788,1.86499,0.0282689,27.4177,0.0694392,0.708945,970.307,83.1297,2.34847,1327.29,0.00278826,0.0645932,0.00551813,3.22337,5.27639,4,3.752,11.1828,6.97145,567.917,24.5845
00219338651-01,219338651,1,5,6204,4.26896,1.26572,-1,21.2179,-1,0.146465,11.0635,0.0243003,1.32699,788559,0,1,1325.86,-1,0.1292,0.1,120.171,0.12083,0,1910.78,235.668,70.0988,2022.98,3958.1
00219338651-02,219338651,2,5,6204,4.26896,18.2366,0.00846566,52.6771,52.7546,0.363623,9.86792,0.143885,1.32699,150597,17217.4,19.3136,1330.79,0.00527406,5.16159,0.00538094,9.76885,-3.20139,2,45.6262,19.1243,18.2362,831.36,112.896
00219338651-03,219338651,3,5,6204,4.26896,1.26598,6.46965e-005,39.5406,41.5416,0.272944,2.95432,0.0243036,1.32699,30748.2,97850.8,2.77827,1326.5,0.000798008,1.38914,1,48.4757,0.06146,22,16.3539,12.414,4.25868,2022.84,3957.02
00219338651-04,219338651,4,5,6204,4.26896,1.26592,0.000108118,40.0291,42.4913,0.276316,2.55175,0.0243029,1.32699,31595.3,2380.3,3.33399,1326.04,0.00230177,1.667,0.99972,15.5711,0.89378,22,20.4374,25.9716,9.67712,2022.87,3957.26
00219338651-05,219338651,5,5,6204,4.26896,1.26611,-1,5.63152,-1,0.0388737,6.69536,0.0243053,1.32699,1736.39,-1,1.5,1325.68,-1,0.0570824,0.1,2.87141,-0.19583,0,23.5985,13.3306,6.04787,2022.77,3956.47
00219338901-01,219338901,1,2,4159,4.59229,23.55,0.00264485,26.0188,2.69934,0.352665,70.0644,0.139463,0.675805,140163,6389.62,3.26484,1327.77,0.00194203,1.05006,0.46185,2.33247,-1.06667,2,0.7346,25.2328,17.9724,403.982,6.2946
00219338901-02,219338901,2,2,4159,4.59229,11.7722,0.00759181,15.0769,2.38646,0.204356,30.4183,0.0878423,0.675805,47656,4982.26,3.2721,1332.88,0.00536187,0.693244,0.475861,2.93784,1.85694,2,0.0426,9.95669,7.14316,509.026,15.8665
00220388567-01,220388567,1,2,6745,3.68738,1.82361,-1,64.2659,-1,0.206596,4.83795,0.0330172,2.84941,287917,0,3.5,1326.21,-1,0.611464,0.1,19.5968,0.37778,0,37387.4,2230.51,671.063,2764.91,13811.7
00220388567-02,220388567,2,2,6745,3.68738,1.82356,-1,7.06684,-1,0.0227179,5.70311,0.0330166,2.84941,583.97,-1,2.5,1325.84,-1,0.0566505,0.1,6.77127,0.73611,16,7.16944,11.9141,6.85787,2764.94,13812.2
00220432563-01,220432563,1,1,3289,4.438,14.7664,0.00419797,16.8753,35.9288,0.154578,25.8836,0.117852,1,10357.1,988.868,2.63958,1335.16,0.00282667,1.31979,0.983276,6.56357,5.20833,2,6.83932,11.4072,8.92301,422.753,7.54864
00220453894-01,220453894,1,2,7090.58,4.14618,0.232329,2.08939e-005,2.89739,1.48554,0.0154237,3.17619,0.00849364,1.72074,258.44,36.953,0.513315,1325.44,0.000862048,0.0103432,0.478715,4.74539,-0.05521,120,112.87,7.41387,3.28343,4453.32,92951.9
00220453894-02,220453894,2,2,7090.58,4.14618,0.258247,2.1042e-005,3.28701,2.26479,0.0174978,3.92067,0.00911414,1.72074,342.813,48.5082,0.509058,1325.44,0.000852069,0.00927827,0.191759,4.96094,0.07188,108,53.9478,7.53104,2.9742,4299.06,80726.2
00220474209-01,220474209,1,3,5843,4.33325,0.980154,3.10945e-006,52.2913,52.9583,0.413314,3.73074,0.0196698,1.1589,71451.8,355.922,2.11009,1325.4,5.04128e-005,1.05504,0.999156,199.137,0.49167,29,7662.29,530.042,125.666,1979.03,3625.15
00220474209-02,220474209,2,3,5843,4.33325,0.490069,4.67516e-006,29.1141,29.3629,0.23012,1.66603,0.012391,1.1589,22742,112.982,2.15976,1325.4,0.000146068,1.07988,0.989254,4.50079,0.36111,57,44.1366,181.004,41.5942,2493.43,9135.01
00220474209-03,220474209,3,3,5843,4.33325,0.979767,0.000184281,4.84294,4.85324,0.038279,1.80987,0.0196646,1.1589,1192.81,136.375,2.17688,1325.73,0.00425161,0.580841,0.938683,1.42596,0.31389,29,27.2557,11.2204,5.76777,1979.29,3627.06
00220476782-01,220476782,1,2,4789,2.18895,0.284464,2.28358e-005,16.8043,16.4019,0.0131375,2.28043,0,11.7167,209.715,22.0697,0.996209,1325.53,0.000886878,0.0140005,0.1,10.8892,0.14141,98,72.3524,10.0682,3.02141,0,0
00220476782-02,220476782,2,2,4789,2.18895,0.284444,4.04648e-005,36.0267,76.254,0.0281655,1.07654,0,11.7167,236.079,38.0651,1.40311,1325.39,0.00205382,0.701554,0.999665,0,0.14223,98,109.421,9.05448,2.7682,0,0
00220478846-01,220478846,1,2,3665,4.438,0.318945,5.06775e-005,9.69725,21.4229,0.0888272,1.20909,0.00914042,1,2877.89,237.907,1.69384,1325.51,0.00260728,0.846921,0.996641,11.2127,0.15784,87,69.2845,9.33177,2.64094,1691.54,1934.87
00220478846-02,220478846,2,2,3665,4.438,0.318986,2.51036e-005,4.46129,8.74183,0.0408656,4.46613,0.00914119,1,1943.53,281.569,0.54728,1325.35,0.00122269,0.0241065,0.314761,0,0.15941,88,155.01,10.1481,4.73337,1691.47,1934.54
00220482527-01,220482527,1,1,6275.6,4.1,14.0185,0.0118352,4.35652,0.738686,0.0246046,12.5466,0.121238,1.62189,563.406,71.7175,4.66519,1335.22,0.00596726,0.425277,0.867588,2.77504,10.2778,2,0.84376,8.80345,7.33756,1012.84,248.7
00220497212-01,220497212,1,1,5530.9,3.39,3.26163,0.00134899,2.31488,2.8761,0.0204087,5.84024,0.019763,1.03899,475.703,52.0875,4.23848,1327.95,0.00550557,0.0914319,0.256246,2.28356,1.53056,8,2.53948,7.91551,3.93143,1769.57,2317.33
00220521199-01,220521199,1,2,6473,4.438,0.728838,1.80122e-006,77.3688,7.50123,0.408358,2.66542,0.0229012,1.73549,188032,653.404,3.09959,1325.42,3.6418e-005,0.926688,0.00648149,34.0397,0.36389,39,1195.96,109.97,26.3723,2486.45,9033.18
00220521199-02,220521199,2,2,6473,4.438,0.728846,4.33315e-006,35.4414,3.43771,0.187062,1.96566,0.0229013,1.73549,36116.2,240.448,3.09015,1325.78,9.53189e-005,0.871092,0.682318,0,0.36443,38,29.6264,23.5796,6.16358,2486.44,9033.04
00220523550-01,220523550,1,1,6352.8,4.36,13.4924,0.00463051,6.87342,1.70263,0.0425319,21.7364,0.135764,1.48032,2067.73,213.143,4.94432,1330.93,0.00324719,0.201956,0.0235489,5.02362,5.72222,2,4.0434,9.32819,7.63509,925.641,173.497
00220536421-01,220536421,1,1,4965,4.438,12.7919,0.00281245,7.39962,0.844766,0.067827,13.2574,0.107049,0.999319,4134.08,413.494,4.69345,1336.61,0.00185687,1.00416,0.858394,9.13687,-1.76528,2,9.85335,11.2834,10.2598,669.38,47.4473
00220538891-01,220538891,1,1,5149,4.46964,19.554,0.0234444,8.54176,8.73189,0.0869684,91.7275,0.135701,0.89967,8976.39,963.016,1.72513,1329.18,0.00127466,0.146082,0.243749,5.5979,0.49722,2,25.087,13.3873,10.1389,585.013,27.6811
00220539110-01,220539110,1,2,3565,4.83519,0.386628,8.94484e-006,2.3141,0.392578,0.0502305,3.08932,0.0079303,0.422,1940.03,131.224,0.461998,1325.49,0.000301973,0.183324,0.945013,6.79244,-0.06146,72,113.52,19.8088,4.92137,1147.53,409.801
00220539110-02,220539110,2,2,3565,4.83519,24.3456,0.00108089,3.43697,0.672932,0.0746037,121.699,0.125518,0.422,6552.49,635.108,1.64225,1327.89,0.000739161,0.11402,0.00673461,2.82159,-1.30972,2,0.10409,22.6273,17.9521,288.439,1.63583
00220567625-01,220567625,1,1,6209.74,4.438,14.0367,0.00696376,23.597,20.7593,0.0774132,6.65737,0.225921,2.79215,2210.06,571.714,6.53821,1335.01,0.00369919,3.2691,0.999984,7.193,-0.40833,2,50.2973,14.3455,12.8692,963.288,203.491
00220570408-01,220570408,1,1,5026,4.27121,14.3105,0.00111264,7.71073,2.84065,0.0637276,107.537,0.108752,1.10832,4909.43,570.14,1.08117,1336.81,0.000774604,0.0648065,0.0228433,8.68627,4.98194,2,0.2875,17.0577,14.6003,707.991,59.3788
00229034814-01,229034814,1,2,6693,4.19886,12.343,0.00299009,10.1606,9.6307,0.0593077,15.7673,0.117542,1.5693,3280.55,349.205,3.63735,1334.2,0.00207102,0.733034,0.868046,4.1072,8.01111,2,17.0898,15.9639,15.4068,1079.12,320.479
00229034814-02,229034814,2,2,6693,4.19886,14.0754,0.00229047,6.43318,7.17529,0.0375506,76.1276,0.128298,1.5693,1601.38,239.167,1.46553,1334.48,0.00153847,0.0530449,0.00673297,4.54338,0.62083,2,5.21345,8.64072,6.55242,1032.89,268.995
00229038477-01,229038477,1,1,6777,4.438,14.7997,0.00481489,3.11794,2.51178,0.0200581,33.9833,0.149385,1.42389,453.899,59.5461,3.33178,1332.96,0.00323934,0.068066,0.194801,2.70834,0.72361,2,3.3316,7.89705,7.67567,923.238,171.702
00229053991-01,229053991,1,1,6343.3,3.9,10.9591,0.0036668,7.64045,21.0161,0.0319008,113.989,0.107931,2.19389,1144.12,182.009,0.723578,1331.59,0.00285133,0.0246219,0.307064,3.23964,1.59444,2,7.15688,7.2469,6.84236,1261.95,599.355
00229057817-01,229057817,1,1,5285,4.438,8.17639,-1,6.80034,-1,0.0622914,33.0354,0.0794687,1,0,0,2,1325.47,-1,0.11843,0.1,42.5313,0.4125,0,179.995,40.6044,24.4861,827.254,110.682
00229059741-01,229059741,1,1,3156,4.438,9.66549,0.00296345,1.83751,0.394601,0.0168317,6.67093,0.088846,1,334.346,62.3198,11.0171,1330.22,0.00349931,0.193508,0.227435,9.32765,-2.38333,3,157.572,32.7726,35.9749,467.208,11.2606
00229807051-01,229807051,1,2,3092,4.438,6.89586,0.0024549,12.4289,0.646435,0.11385,7.65916,0.0709383,1,13741,1203.32,6.20468,1328.45,0.00381432,1.06224,0.660815,6.18878,-1.52083,4,47.6788,22.6706,22.6977,512.261,16.2737
00229807051-02,229807051,2,2,3092,4.438,8.02489,0.00481233,12.7381,1.07925,0.116682,18.4516,0.078484,1,13640.9,1655.5,2.73531,1332.75,0.00365788,0.606639,0.755508,3.69161,5.29722,3,25.3109,15.544,17.4584,487.013,13.2949
00229808144-01,229808144,1,2,6087,3.59569,11.6097,0.00026303,115.206,31.8568,0.374413,16.3237,0.104941,2.81852,65271.1,276.245,5.28722,1325.73,0.000242391,2.64361,0.972906,57.7493,5.60833,3,1874.94,286.662,178.469,1391.98,887.26
00229808144-02,229808144,2,2,6087,3.59569,11.6092,0.00103525,43.7287,9.71436,0.142116,12.3971,0.104938,2.81852,18537,280.83,5.43616,1331.35,0.000714842,2.45228,0.854675,3.32107,6.45694,2,3.04797,75.9842,54.298,1392,887.308
00231629787-01,231629787,1,2,31000,5.59998,0.266531,-1,2.72584,-1,0.138715,2.40724,0.00630708,0.18,345370,0,1,1325.35,-1,0.12979,0.1,54.2781,0.13194,0,163.627,50.3829,6.83651,7307.62,673944
00231629787-02,231629787,2,2,31000,5.59998,0.266561,3.42983e-006,6.89388,0.0687157,0.350824,1.94762,0.00630756,0.18,127854,2534.9,1.52057,1325.49,0.000155892,0.473323,0.372494,0.33363,0.19855,105,73.099,8.60654,3.6751,7307.34,673841
00231631019-01,231631019,1,1,5570,4.438,12.2222,0.00251836,3.27938,2.1182,0.0271007,38.2337,0.111274,1.10843,855.457,86.8236,2.42478,1331.36,0.0017363,0.0686291,0.263317,2.73817,8.34861,2,0.0099,9.71805,8.10646,775.72,85.5737
00231631020-01,231631020,1,1,5570,4.438,12.2191,0.00285279,3.10642,1.29373,0.0283472,31.9212,0.104139,1.0038,907.207,92.2063,2.69148,1331.36,0.00201441,0.0933698,0.459118,3.04482,1.37639,2,0.24526,10.2899,8.41832,763.071,80.1271
00231632224-01,231632224,1,1,7027,4.16638,0.289205,-1,22.5738,-1,0.121463,4.97909,0.00991118,1.70239,16544.6,-1,0.5,1325.55,-1,0.0553053,0.1,74.192,0.14441,96,83.3826,63.8217,9.8323,4063.77,64451.9
00231663901-01,231663901,1,1,5600,4.48851,1.43039,3.22502e-005,13.1031,0.143613,0.139564,6.23341,0.0233683,0.86,20373.9,240.624,1.62663,1326.01,0.000337764,0.340875,0.673751,2.0243,0.38333,20,21.9777,88.2909,23.7637,1499.05,1193.4
00231670397-01,231670397,1,1,6036,3.93359,4.08746,0.000240034,12.7244,0.212313,0.0563073,5.70276,0.0552037,2.07,3613.51,47.5172,5.59748,1327.67,0.000835925,0.327376,0.290856,2.84138,-0.53889,7,171.944,36.4301,16.4447,1630.96,1672.21
00231702397-01,231702397,1,1,3318,4.9581,5.07791,0.000853454,2.43897,1.17509,0.0759899,35.3912,0.038125,0.294,6792.26,766.994,1.17958,1329.12,0.00223149,0.0833262,0.000977615,2.9687,-0.5875,5,1.29907,9.5789,5.41311,406.571,6.45755
00231708319-01,231708319,1,2,3289,4.438,11.0454,0.00290148,9.04853,1.23978,0.0828849,35.8334,0.0971128,1,8186.97,1069.94,2.55037,1332.58,0.00200387,0.195254,0.00160443,7.71435,4.56944,2,26.6834,15.1711,16.2171,465.712,11.1171
00231708319-02,231708319,2,2,3289,4.438,14.5949,0.00299274,8.82279,1.02877,0.0808171,45.4419,0.116938,1,7426.32,921.886,2.40354,1336.72,0.00211904,0.223228,0.45695,6.34477,-3.06944,2,0.18858,13.8798,10.1855,424.403,7.66715
00231712886-01,231712886,1,2,31000,5.59998,0.276376,-1,1.68165,-1,0.0855774,2.37202,0.00646145,0.18,7705.63,-1,1,1325.43,-1,0.0844658,0.1,23.96,0.15832,101,9.37992,12.8918,2.42842,7219.79,642126
00231712886-02,231712886,2,2,31000,5.59998,0.276239,0.020887,0.0677597,8.43371,0.00344823,2.2101,0.00645932,0.18,11.036,2400.91,0.331151,1325.3,0.589482,0.0123039,0.953853,4.99439,0.19028,101,22.3849,28.5384,5.01202,7220.99,642551
00231714759-01,231714759,1,2,5937,3.13776,15.9224,0.000761602,662.363,151.224,1.31361,18.7225,0.126696,4.61876,625278,26812.8,13.6025,1330.01,0.000493506,6.80123,1,42.2962,5.72361,2,594.711,145.998,155.982,1581.76,1479.38
00231714759-02,231714759,2,2,5937,3.13776,5.45782,0.00288369,159.387,154.23,0.316099,4.16327,0.0620543,4.61876,41480.3,51625.6,8.89489,1329.63,0.0072041,4.44744,0.999998,103.57,0.37222,5,0.03118,46.9115,31.2592,2260.14,6166.87
00231715395-01,231715395,1,3,5205,4.52243,15.7498,0.0031521,20.841,2.8466,0.223513,13.2038,0.118166,0.85411,59683.8,3974.76,11.1651,1325.95,0.00225428,2.04279,0.00767941,8.15809,1.03194,2,78.6388,17.173,16.8736,617.481,34.357
00231715395-02,231715395,2,3,5205,4.52243,11.4091,0.00596493,19.4129,2.72979,0.208197,8.30156,0.0953106,0.85411,48831.2,4673.69,11.6867,1331.16,0.00350973,2.53665,0.481943,3.9498,1,2,3.68254,12.4039,9.74532,687.542,52.8101
