#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018206190142
#Sectors = s0001-s0001
#Created Date = 2018-11-14
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00441012098-01,441012098,1,1,6725,4.19527,21.5536,0.0048574,5.34013,5.20298,0.0308955,38.2662,0.170987,1.58327,1079.54,135.035,4.38211,1328.26,0.00341926,0.134743,0.160857,2.85197,0.55694,2,36.5626,15.213,18.5554,902.985,157.124
00441024908-01,441024908,1,1,3468,4.88061,20.056,0.00426926,2.81259,0.657417,0.0694432,51.8818,0.104818,0.371,5685.33,712.071,3.1571,1326.99,0.00292531,0.20522,0.0317173,4.18062,1.84861,2,10.1399,9.58131,8.09589,287.898,1.6236
00441026957-01,441026957,1,1,3645,4.8,19.6845,0.00411314,2.39518,1.44642,0.0472843,78.0772,0.112958,0.464,2628.14,294.091,2.01703,1327.73,0.00252022,0.0910838,0.0113469,2.64607,3.35278,2,2.19786,9.89006,8.17402,325.979,2.66859
00441042358-01,441042358,1,1,6241,4.2628,12.0904,0.004601,11.2873,28.305,0.0768208,11.7714,0.109915,1.34589,2187.97,370.981,3.15043,1337.19,0.00280804,1.57522,0.999779,2.57656,-0.70972,2,78.4541,14.3296,16.1094,963.657,203.803
00441078296-01,441078296,1,1,31000,5.59998,13.7011,0.00386451,2.09257,0.245956,0.106489,77.7861,0.087197,0.18,11939.4,1921.07,1.48881,1330.85,0.00275868,0.143319,0.0147196,3.96419,4.25833,2,9.33546,9.12513,9.64671,1965.35,3525.96
00441105436-01,441105436,1,1,5434,4.41298,14.4604,0.0330768,21.4244,223.018,0.19581,3.06521,0.114178,1.00224,14880.5,1.02116e+006,25.2181,1325.78,0.0234213,12.609,1,3.60083,7.75555,2,1.82665,9.84325,8.0841,710.404,60.1926
00441113863-01,441113863,1,1,3775,4.438,15.3444,-1,3.43042,-1,0.0314228,20.0651,0.120908,1,1180.34,-1,6,1326.47,-1,0.184731,0.1,3.14281,11.0597,2,56.0065,22.1882,28.9464,479.05,12.4464
00441115325-01,441115325,1,1,4148,4.52114,20.6653,0.00426255,2.40841,1.86338,0.0301153,52.8813,0.12772,0.732556,1115.01,110.329,3.07413,1328.76,0.00289354,0.0899646,0.030725,3.42663,-0.9,2,5.51962,10.7801,9.47653,438.351,8.72591
00441183643-01,441183643,1,1,3490,4.438,13.9645,0.00444926,2.00419,1.46661,0.0183585,21.8318,0.113546,1,401.948,53.7852,4.97747,1335.46,0.00286107,0.0898127,0.0148898,6.70785,-1.78889,2,13.9893,10.5427,12.646,457.016,10.3097
00441183795-01,441183795,1,2,6589,3.89934,13.2836,0.00230881,48.9852,50.6789,0.205885,27.7664,0.122097,2.1794,17386,88540.9,2.46482,1327.76,0.0017393,1.23241,1,10.3262,-0.25,2,27.2919,21.2421,15.1124,1228.37,538.063
00441183795-02,441183795,2,2,6589,3.89934,0.317088,1.27964e-005,5.58743,2.12581,0.023484,4.25336,0,2.1794,617.53,78.8981,0.563759,1325.42,0.00034784,0.0144252,0.3,36.7692,0.06146,88,42.6593,10.304,8.09098,0,0
00441322912-01,441322912,1,3,5464,4.62448,20.8,-1,43.0626,-1,0.5,15.8786,0.145896,0.788911,288190,-1,15,1326.87,-1,5.0483,0.1,90.7644,1.5625,2,742515,3070.2,4318.41,560.654,23.3508
00441322912-02,441322912,2,3,5464,4.62448,5.48194,-1,43.0626,-1,0.5,25.0866,0.0599731,0.788911,288061,-1,2.5,1325.34,-1,0.841058,0.1,44.194,0.36944,6,1.95082e+007,2617.47,6117.66,874.456,138.189
00441322912-03,441322912,3,3,5464,4.62448,24.143,-1,28.117,-1,0.326467,97.5856,0.161137,0.788911,124842,-1,2.5,1328,-1,0.620551,0.1,0,1.03611,0,342622,426.592,532.178,533.481,19.1424
00441353842-01,441353842,1,1,5768,4.33616,4.62916,-1,62.4118,-1,0.5,5.94573,0.0549971,1.14339,284990,-1,9,1325.74,-1,3.04122,0.1,2637.21,1.25972,6,4.45973e+009,81255.8,141044,1160.5,428.646
00441354271-01,441354271,1,1,4880.5,0.98,13.5643,5473.69,0.602611,105685,0.000573522,5.16902,0,9.62464,0.336296,85866.2,13.9516,1338.86,3527.17,0.0170803,0.727508,141.726,-0.68889,3,1146.93,274.543,353.58,0,0
00441357671-01,441357671,1,1,5145,4.50251,4.63889,-1,47.2548,-1,0.5,3.64517,0.0519817,0.865712,291522,-1,15,1325.71,-1,5.11046,0.1,1350.06,1.16389,7,3.08807e+008,87928.6,151825,926.486,174.131
00441357796-01,441357796,1,4,5158,4.46801,24.9417,-1,49.2711,-1,0.5,190.118,0.159755,0.90265,290962,-1,1.5,1326.87,-1,0.504507,0.1,92857.5,-1.27361,2,105867,9985.97,14319.5,541.01,20.2462
00441357796-02,441357796,2,4,5158,4.46801,4.68333,-1,49.2711,-1,0.5,26.788,0.0523851,0.90265,291142,-1,2,1325.6,-1,0.672825,0.1,641.012,0.21111,6,9.70804e+009,57195.9,127529,944.776,188.294
00441357796-03,441357796,3,4,5158,4.46801,13.0486,-1,34.8731,-1,0.35389,9.00735,0.103724,0.90265,148280,-1,15,1327.81,-1,3.96466,0.1,12098.3,-1.56805,2,872584,1325.93,1877.43,671.417,48.0276
00441357796-04,441357796,4,4,5158,4.46801,11.2333,-1,9.09696,-1,0.0923155,8.91277,0.0938665,0.90265,10226.7,-1,10.5,1329.91,-1,0.899067,0.1,10.9527,-1.325,3,872.993,96.9697,106.887,705.794,58.6451
00441357923-01,441357923,1,1,5780,4.05771,20.6355,2.26534,92.4236,247.948,0.846604,8.0682,0.110019,1,768484,3.82737e+006,36.4024,1326.99,1.4659,16.7081,0.0132034,95.5943,-1.63333,2,757.663,102.244,128.06,768.928,82.6158
00441380191-01,441380191,1,3,4259,4.438,25.611,0.0723475,22.7899,120.378,0.300907,16.6094,0.133325,0.693757,59225.8,30546.6,11.3513,1326.17,0.0492781,5.67563,0.876014,143.15,0.74861,2,221063,556.921,776.172,428.694,7.98199
00441380191-02,441380191,2,3,4259,4.438,11.8988,0.00526731,29.5735,14.2806,0.390475,3.64187,0.0799764,0.693757,61160,2899.57,25.4142,1327.16,0.00481242,12.7071,0.999763,3.46062,-0.15972,3,2.5002,12.3775,14.4281,553.506,22.1825
00441380191-03,441380191,3,3,4259,4.438,11.9778,-1,1.70687,-1,0.0225366,62.0809,0.08033,0.693757,629.666,-1,1.5,1328.96,-1,0.0333894,0.1,3.36872,0.1875,3,3.51453,7.44407,6.26384,552.286,21.9876
00441384532-01,441384532,1,2,5084,4.48093,10.4926,6.63332e-005,62.2311,62.2408,0.648624,225.561,0.0889873,0.878845,473852,7263.35,0.585763,1328.14,6.43544e-005,0.230708,0.0320744,1.34966e+007,-2.55278,3,112.712,123.169,176.305,705.001,58.3821
00441384532-02,441384532,2,2,5084,4.48093,12.1837,41.7417,22.0603,8104.8,0.22993,2.12163,0.0983088,0.878845,42038.7,4.98655e+006,44.3263,1325.67,64.5616,22.1632,0.847055,1006.11,0.81389,3,87207.3,5748.68,12780.1,670.745,47.8355
00441384659-01,441384659,1,1,4213,4.45928,7.82361,-1,43.2597,-1,0.5,7.20933,0.0671729,0.792522,297923,-1,12.5,1325.78,-1,4.21752,0.1,1132.47,1.30694,0,4.48432e+009,41596.7,71942.6,638.546,39.2906
00441386522-01,441386522,1,5,5757,4.13764,20.8203,5.53699,11.7172,2130.99,0.0747979,5.75745,0.14971,1.43494,3109.66,102227,12.9019,1326.75,3.52122,6.45094,0.971473,36.2422,1.5625,2,125483,2272.61,3185.37,786.466,90.4152
00441386522-02,441386522,2,5,5757,4.13764,4.56108,24.2841,0.581925,2269.08,0.00371476,8.88294,0.0544047,1.43494,13.8407,25614.8,2.57476,1325.93,68.4429,0.0226432,0.761932,803.753,-0.46806,6,291621,936.984,2211.55,1304.63,684.65
00441386522-03,441386522,3,5,5757,4.13764,4.77392,0.0316896,62.2444,9969.85,0.397341,9.90387,0.0560843,1.43494,65778.8,658615,3.61941,1325.33,0.0915921,1.8097,0.999733,11.8242,2.72639,6,8342.41,377.099,950.918,1284.94,644.257
00441386522-04,441386522,4,5,5757,4.13764,24.3903,-1,30.9238,-1,0.197404,63.5268,0.166368,1.43494,45351.8,-1,3.5,1328.71,-1,0.58211,0.1,0,0.07361,0,10909.3,579.943,740.036,746.055,73.2156
00441386522-05,441386522,5,5,5757,4.13764,23.2764,-1,19.7419,-1,0.126024,22.1693,0.161263,1.43494,18524.1,-1,9,1328.44,-1,1.01704,0.1,0,1.45972,0,378986,399.453,483.651,757.77,77.9241
00441386863-01,441386863,1,3,5515,4.14554,13.7486,-1,75.2606,-1,0.5,104.802,0.111217,1.37878,287045,-1,1.5,1325.64,-1,0.504512,0.1,591.769,0.50417,0,3.9975e+007,8933.89,11784.4,856.839,127.385
00441386863-02,441386863,2,3,5515,4.14554,26.4336,0.411435,23.1217,735.388,0.153611,25.7954,0.171963,1.37878,16304.3,87448.2,5.48104,1326.25,0.243808,2.74052,0.917254,180.154,-0.21389,2,68729.2,491.428,659.651,689.076,53.2831
00441386863-03,441386863,3,3,5515,4.14554,23.6514,-1,5.10908,-1,0.0339426,20.6688,0.159675,1.37878,1359.99,-1,9,1327.24,-1,0.298567,0.1,1007.82,-1.92917,2,8.57358,27.5546,36.1061,715.1,61.7999
00441394585-01,441394585,1,1,6578,4.11235,24.9861,0.00466908,4.67065,4.39024,0.0251327,69.254,0.185821,1.7023,719.378,106.686,2.82559,1325.72,0.00347666,0.0692791,0.00362462,2.63148,0.50694,2,5.25277,7.1839,6.74624,878.529,140.782
00441398770-01,441398770,1,5,3241,4.63872,9.92229,0.00356239,6.46074,0.517829,0.0911875,15.1205,0.0790617,0.649,7609.2,1019.48,3.39901,1334.2,0.00248629,0.93306,0.85601,14.2918,4.03889,2,40.7147,34.743,25.6246,409.742,6.66134
00441398770-02,441398770,2,5,3241,4.63872,6.28906,0.00114845,5.31983,0.827284,0.0750846,12.1346,0.0583376,0.649,4320.14,635.156,2.11365,1325.65,0.00277057,1.05683,0.934181,9.59069,0.3375,5,99.7695,21.8471,18.5253,477.001,12.2348
00441398770-03,441398770,3,5,3241,4.63872,17.088,0.00192527,4.89618,0.38752,0.069105,43.1087,0.113593,0.649,5053.14,590.677,2.52837,1327.58,0.000968793,0.282258,0.667927,8.75931,5.80139,2,23.8937,20.9795,16.5387,341.835,3.22693
00441398770-04,441398770,4,5,3241,4.63872,16.527,0.00351497,7.40917,15.355,0.104574,30.494,0.111093,0.649,3902.78,807.29,1.94607,1333.41,0.00243807,0.973034,0.999709,7.46634,11.4528,2,43.1499,17.623,12.7127,345.66,3.37379
00441398770-05,441398770,5,5,3241,4.63872,11.1829,0.00193457,4.09494,1.57544,0.0577963,74.1611,0.0856238,0.649,3848.81,761.051,1.14207,1333.68,0.00139296,0.0716617,0.368954,6.34363,-1.41111,2,2.34645,12.7009,11.1226,393.728,5.67944
00441406061-01,441406061,1,1,6888,4.438,1.50972,-1,5.32528,-1,0.0487798,2.48731,0.0257683,1,2688.89,-1,5,1326.18,-1,0.248308,0.1,2.49327,0.425,19,254.519,132.48,37.7538,1893.4,3037.3
00441410711-01,441410711,1,1,5050,4.62164,21.3125,0.00654141,3.71663,0.611351,0.0458025,23.4497,0.142199,0.743288,1874.88,231.765,4.07152,1325.99,0.00440709,0.645588,0.866241,4.57885,1.10972,2,3.07059,7.19476,6.54572,509.464,15.9212
00441420236-01,441420236,1,5,3588,4.60198,14.8938,0.00225577,3.65153,0.401805,0.04792,35.5629,0.105776,0.698,2566.87,350.937,2.9248,1335.06,0.00180725,0.178732,0.512627,11.4381,6.45555,2,16.9975,33.841,28.7544,406.703,6.46594
00441420236-02,441420236,2,5,3588,4.60198,19.5195,0.00233608,3.63708,0.250286,0.0477304,26.3454,0.126677,0.698,2201.28,246.496,3.75761,1326.6,0.00160697,0.465011,0.810877,6.26894,1.2,2,15.9472,24.81,18.6858,371.64,4.50829
00441420236-03,441420236,3,5,3588,4.60198,15.0584,0.00159803,3.93601,0.23633,0.0516533,15.3689,0.106555,0.698,3161.5,288.528,7.87776,1330.3,0.00109239,0.387461,0.00654149,8.00056,1.37083,2,0.12439,18.6461,15.0274,405.216,6.37185
00441420236-04,441420236,4,5,3588,4.60198,11.193,0.000806618,2.64494,2.69674,0.0347103,83.8829,0.0874346,0.698,1426.36,206.905,1.05443,1327.88,0.00130431,0.0353982,0.0270189,5.80747,8.3,3,3.62173,16.1884,11.5585,447.333,9.46331
00441420236-05,441420236,5,5,3588,4.60198,13.2724,0.00185684,3.11956,0.373947,0.0409388,29.8659,0.0979532,0.698,1986,236.999,3.5346,1334.05,0.000880666,0.139066,0.00635204,6.90003,-3.17361,2,2.44559,18.8965,15.7148,422.632,7.54
00441422220-01,441422220,1,2,6297,4.19946,3.7,-1,48.611,-1,0.304308,12.2764,0.0502715,1.46325,0,0,3,1328.7,-1,0.706975,0.1,845.217,1.84167,0,397910,3307.01,1415.96,1499.08,1193.48
00441422220-02,441422220,2,2,6297,4.19946,3.70006,2.04944e-005,36.9707,5.14013,0.231439,6.71157,0.0502721,1.46325,54280.5,81.2879,4.27921,1326.84,8.02529e-005,1.51371,0.709498,11.0647,0.36806,8,8560.92,635.386,253.479,1499.07,1193.46
00441422527-01,441422527,1,2,5876,4.438,0.372944,4.82195e-006,66.1012,14.2288,0.100854,1.25428,0.0335114,6.0036,3765.05,99.2153,1.86205,1325.47,0.000187266,0.931027,0.999979,20.056,0.18333,75,37.7427,42.7851,7.32219,3470.43,34281.1
00441422527-02,441422527,2,2,5876,4.438,0.372953,5.19062e-006,67.1525,15.1129,0.102459,1.24402,0.0335119,6.0036,3891.73,3039.15,1.93162,1325.66,0.000222397,0.965812,0.999999,0,0.18644,75,43.3072,18.0905,4.15498,3470.4,34280
00441428637-01,441428637,1,1,4574,4.49973,10.3104,0.00198053,3.37533,4.99831,0.0390423,69.5982,0.0832468,0.791914,1734.03,268.063,1.01824,1327.18,0.00235828,0.0517465,0.519794,2.76065,-0.10972,3,0.725,8.78186,7.63578,622.506,35.4891
00441432457-01,441432457,1,1,6075.19,4.438,16.627,0.00496439,2.74294,2.44975,0.0195773,43.4703,0.15064,1.2834,422.794,57.3392,2.59176,1325.8,0.00365571,0.0662117,0.503016,5.00605,0.68333,2,4.00253,7.82916,7.05334,782.462,88.5877
00441432509-01,441432509,1,1,3948,4.68962,10.442,0.00400155,4.93318,0.731624,0.0744451,14.2727,0.0813472,0.607,5523.22,311.372,4.21926,1332.56,0.00278377,0.655278,0.765967,4.86493,-0.62778,2,452.589,25.7515,34.1062,475.874,12.1196
00441432810-01,441432810,1,1,5446,4.41826,17.4167,0.00553336,2.80002,1.22822,0.0257039,23.6264,0.129398,0.997836,781.857,70.9883,5.73143,1325.74,0.00396167,0.146129,0.130252,2.2014,2.425,2,11.2475,9.6609,9.35504,667.323,46.8668
00441456442-01,441456442,1,2,5086,4.54695,17.7901,0.0065686,5.63025,1.48191,0.0632968,35.2017,0.126557,0.814785,3638.53,545.305,2.44877,1325.6,0.00484954,0.479441,0.853572,3.59045,0.375,2,13.9206,12.7412,13.537,569.439,24.849
00441456442-02,441456442,2,2,5086,4.54695,16.602,0.00454287,4.17308,1.86581,0.046915,41.0531,0.120858,0.814785,2656.77,313.514,3.23185,1326.31,0.00323401,0.145123,0.0439759,6.72955,-0.54028,2,20.147,13.2826,15.4403,582.71,27.2478
00441456935-01,441456935,1,1,5709.05,4.438,13.6296,0.0014535,8.69159,36.3585,0.0758364,30.5177,0.115404,1.04983,2035.79,25260.1,1.35448,1325.68,0.00214529,0.677239,1,3.48434,2.20833,3,3.32016,8.27178,7.27882,759.808,78.7657
00444151146-01,444151146,1,1,3088,5.0732,17.0734,0.00553253,2.1164,0.610768,0.099417,54.8248,0.0710872,0.195,11617.5,1652.71,2.61574,1334.62,0.00396501,0.236558,0.000499552,2.71452,9.60833,2,2.5318,9.58983,7.63291,225.679,0.613034
00044623916-01,44623916,1,2,6334,4.24784,0.944415,-1,11.8302,-1,0.0777516,3.16132,0.0203235,1.39374,339832,0,2.5,1326.19,-1,0.188026,0.1,34.2009,0.47358,0,554.17,150.637,44.1345,2314.52,6782.16
00044623916-02,44623916,2,2,6334,4.24784,0.944773,3.52115e-005,36.17,37.107,0.237719,2.40661,0.0203286,1.39374,23198,27647.2,2.45165,1325.67,0.000574037,1.22583,1,78.2861,0.0625,30,16.3641,10.7955,3.93933,2314.23,6778.73
00452358088-01,452358088,1,1,5780,4.438,14.0049,0.00632784,5.73143,1.66323,0.0525002,9.82009,0.113765,1,1726.58,222.103,4.4829,1335.39,0.00397777,2.24145,0.96964,7.25434,-0.90833,2,47.6657,16.1365,19.7984,756.163,77.2649
00453095489-01,453095489,1,2,3299,4.438,0.308481,2.78261e-005,4.56487,3.82397,0.0418144,2.3175,0.00893939,1,2082.29,206.087,1.09794,1325.44,0.00108751,0.047185,0.043895,8.76965,0.1612,90,56.4819,9.23402,2.89533,1539.64,1328.01
00453095489-02,453095489,2,2,3299,4.438,0.308205,4.64543e-005,7.97596,6.67753,0.0730601,1.16957,0.00893405,1,2834.63,273.062,1.82323,1325.3,0.00223863,0.911615,0.971786,0,0.15278,91,108.926,11.0239,3.65009,1540.1,1329.6
00453100169-01,453100169,1,1,3473,4.438,13.9683,0.00387046,2.22498,0.719048,0.0203809,19.2005,0.113566,1,486.478,49.3485,5.43099,1335.45,0.00329897,0.118726,0.295442,8.631,-0.69722,2,33.8882,16.46,18.4095,454.749,10.1067
00453101438-01,453101438,1,4,3227,4.438,7.46422,0.00385889,4.2866,0.356436,0.0392654,5.56477,0.0747845,1,1157.71,170.611,4.33855,1327.2,0.00463527,1.49882,0.952046,5.67809,5.00417,4,13.6973,14.8234,12.9675,520.697,17.3725
00453101438-02,453101438,2,4,3227,4.438,11.8588,0.00549755,4.98577,0.457446,0.0456698,13.0366,0.101824,1,2335.27,225.488,6.3135,1335.21,0.00432093,0.372923,0.520262,7.89889,1.83472,2,7.12335,11.6279,11.9171,446.238,9.37099
00453101438-03,453101438,3,4,3227,4.438,9.66151,0.00409144,3.07703,0.933532,0.0281857,18.9934,0.0888216,1,823.518,148.052,2.88879,1331.7,0.00315866,0.15612,0.71106,4.96758,6.59305,3,0.19101,9.00779,7.36388,477.784,12.3154
00453101438-04,453101438,4,4,3227,4.438,6.96701,0.00245092,3.85905,0.326102,0.035349,4.17336,0.0714254,1,1490.12,178.089,13.3418,1330.49,0.00331066,0.464412,0.0163341,4.80073,4.31944,4,31.447,17.623,16.6135,532.8,19.0449
00469979014-01,469979014,1,1,7237,4.438,1.16259,4.10619e-005,70.8809,58.3505,0.365246,2.28784,0.0317689,1.77763,148575,1925.67,5.67917,1326.25,0.000507632,1.59112,0.00152084,46.9086,0.58311,24,58.8871,29.3797,10.6919,2388.75,7694.89
00469981019-01,469981019,1,1,50000,5.80276,0.365801,6.84371e-005,1.53823,1.71803,0.0958521,1.14982,0.00795152,0.147,4224.66,1194.99,2.5443,1325.53,0.0028225,1.27215,0.99998,8.73583,0.11389,76,31.5168,7.978,2.70196,9486.27,1.91383e+006
00471012589-01,471012589,1,1,3034,4.81522,10.2089,0.00225394,3.9934,0.363613,0.0778291,17.3129,0.0744067,0.47,7152.8,769.592,4.85848,1335.28,0.0015434,0.351187,0.000816317,5.01161,3.74583,2,2.42442,15.1485,13.5467,336.473,3.02916
00471013491-01,471013491,1,1,5780,4.438,11.8787,0.0047726,11.7987,1.00116,0.108076,23.048,0.101938,1,13656.1,1428.82,4.36438,1335.4,0.00275235,0.425945,0.0082956,7.14833,0.63194,2,43.9153,13.5234,15.7304,798.826,96.2344
00471013508-01,471013508,1,1,5780,4.438,1.16261,8.51466e-005,50.082,0.464397,0.458753,2.23846,0.0216493,1,241442,4382.23,6.30416,1326.25,0.0011081,2.06756,0.00109131,48.1221,0.58311,24,56.2129,32.1203,11.7093,1733.39,2133.59
00050309953-01,50309953,1,1,5428,4.50343,7.04625,0.00123008,2.83518,2.30656,0.0287804,22.4999,0.0706629,0.902363,983.092,83.639,2.45468,1329.97,0.00228917,0.0691452,0.0800543,5.92434,3.52639,4,4.03694,12.7558,8.02941,855.907,126.832
00050345701-01,50345701,1,1,5068,4.16488,8.93318,0.00253549,3.1798,2.96403,0.0230935,26.8279,0.0797979,1.26127,618.308,98.7114,2.38494,1327.77,0.00336873,0.0644631,0.410217,4.94927,6.42639,3,8.91528,9.30836,10.082,889.072,147.662
00050380257-01,50380257,1,1,6534,4.19403,1.34827,1.49044e-005,15.2764,2.25169,0.0909863,3.83598,0.0264025,1.53795,9433.98,66.8763,2.97036,1325.6,0.000161026,0.253095,0.00688355,7.70307,0.67639,21,163.683,137.806,36.5039,2200.49,5541.16
00050472380-01,50472380,1,1,3090,4.438,14.2153,-1,9.13816,-1,0.0837059,39.0667,0.114901,1,8333.48,-1,3,1333.93,-1,0.233941,0.1,2.79332,1.24028,2,7.93193,10.0392,10.4556,402.242,6.18688
00051912829-01,51912829,1,2,6082,3.77654,0.835435,2.62586e-005,14.5498,2.29947,0.058284,2.25911,0.0181446,2.28668,2627.27,102.96,1.47015,1325.9,0.000473377,0.735075,0.949148,14.5232,0.41869,33,59.8016,34.339,8.04298,3012.78,19471.1
00051912829-02,51912829,2,2,6082,3.77654,0.835364,7.79962e-005,7.30108,1.13986,0.0292469,1.9523,0.0181436,2.28668,676.022,41.3725,1.43883,1325.48,0.0014068,0.406373,0.956331,4.51917,0.53333,34,27.7372,13.2628,4.17601,3012.86,19473.3
00052019004-01,52019004,1,1,3493,4.86856,20.2683,0.00527245,4.23896,0.740222,0.101117,20.624,0.107014,0.384,12055,1372.29,8.27071,1327.82,0.00268724,0.760063,0.00472978,3.60933,4.8625,2,0.42225,16.0569,12.8363,291.968,1.71737
00052079677-01,52079677,1,2,5823,4.33694,9.03061,0.000475703,29.1202,29.3315,0.23179,13.9409,0.0862867,1.15079,36569.5,473.335,4.1951,1329.22,0.000615408,2.09755,0.895833,31.8254,4.61528,3,355.306,89.5081,60.1852,938.35,183.223
00052079677-02,52079677,2,2,5823,4.33694,9.02989,0.00141791,17.5209,19.1196,0.139462,10.5609,0.0862822,1.15079,11036.8,411.34,4.07836,1333.83,0.00182329,2.03918,0.955077,2.78401,6.09861,3,0.29927,31.8167,18.7659,938.375,183.242
00052154717-01,52154717,1,1,5422,4.53016,9.73363,0.00508898,4.78897,0.628729,0.0501747,5.09503,0.0875982,0.874288,2743.99,156.26,12.7945,1334.66,0.00359064,0.928857,0.593471,4.34441,4.18889,2,3.37389,29.7072,23.5486,755.842,77.134
00052192438-01,52192438,1,1,3859,4.438,14.0237,0.00418351,2.5656,1.38732,0.023501,24.0816,0.113867,1,666.262,93.2576,4.55466,1335.4,0.00277163,0.10464,0.0014467,4.27372,-2.09861,2,4.8056,7.38342,7.28294,504.624,15.3248
00052194662-01,52194662,1,1,4945.26,4.78,17.5445,0.00579352,4.00497,0.470243,0.0316617,12.2929,0.189623,1.15868,699.252,84.53,4.0034,1330.37,0.0038729,1.5343,0.964559,6.32872,0.58056,2,35.3196,12.8851,15.3312,539.408,20.0073
00052195943-01,52195943,1,1,6837,4.438,0.794587,6.7821e-005,4.65027,6.5338,0.0258464,1.66739,0.0234369,1.64807,256.954,21.3548,1.08977,1325.43,0.00121456,0.544885,0.997724,2.94014,-0.12778,35,36.968,12.9069,4.38086,2529.85,9680.6
00052242947-01,52242947,1,1,2975,5.12554,16.8494,0.0274626,5.6455,27.5351,0.325239,5.39822,0.064021,0.159,43281,103637,21.1972,1334.43,0.019415,10.5986,0.999997,1.88491,-3.15139,2,114.767,21.8769,28.9409,206.879,0.432898
00052368076-01,52368076,1,2,5154,4.47072,4.65364,0.000814665,2.95184,1.16784,0.0300677,11.4444,0.0521416,0.89927,1050.09,69.1649,2.9674,1327.43,0.00243144,0.101811,0.38951,3.0803,2.38055,6,2.5162,12.6785,6.63376,944.473,188.052
00052368076-02,52368076,2,2,5154,4.47072,9.15176,0.00198112,2.73473,2.55894,0.0278562,24.503,0.0818449,0.89927,934.044,92.2199,2.93357,1334.46,0.00249708,0.0795502,0.00714166,4.56029,-0.75417,4,2.68784,9.96748,7.04502,753.851,76.3244
00052382634-01,52382634,1,1,5094,4.35244,18.0106,0.0062434,3.22145,3.21907,0.028913,63.0327,0.12771,1.0206,870.896,165.069,1.65193,1329.57,0.00340535,0.0881144,0.697173,3.64527,1.5,2,0.00878,9.33607,8.93907,635.428,38.5288
00053753284-01,53753284,1,1,7494,3.89003,9.8337,0.0021727,27.1563,43.8792,0.100714,9.82788,0.107835,2.46989,4043.53,12458.4,3.53563,1328.8,0.0029416,1.76782,1,3.33154,0.6625,3,14.2075,17.1123,16.7304,1582.57,1482.43
00053812109-01,53812109,1,1,6217.03,4.438,15.1392,0.0050331,3.73648,7.33883,0.0195143,69.4669,0.174272,1.75391,433.058,72.0187,1.63565,1333.26,0.00261008,0.0337718,0.272576,3.67856,10.2694,2,2.55805,7.62612,6.5862,870.291,135.575
00053813465-01,53813465,1,1,6175,4.05723,15.0141,0.00384097,4.69295,4.58716,0.0255265,58.4559,0.125931,1.68404,743.601,78.6901,1.95857,1333.22,0.00181139,0.0515453,0.235527,2.93912,-0.56667,2,8.65531,9.92514,9.63204,996.41,232.956
00053842685-01,53842685,1,1,6202,4.11602,0.377462,2.21692e-005,34.4623,5.18966,0.199557,1.31955,0.0108441,1.58188,39309.8,2054.78,2.98607,1325.45,0.000757417,1.15885,0.761184,9.60442,0.2416,74,53.9418,13.127,4.90837,3305.32,28208.3
00054001270-01,54001270,1,1,6998,4.16883,2.34861,-1,20.7391,-1,0.112296,9.95914,0.0399504,1.6917,871929,0,2,1326.67,-1,0.204378,0.1,21.4668,1.16944,0,2635.7,186.951,69.412,2009.4,3852.9
00055298910-01,55298910,1,4,3395,4.438,13.9865,0.00319219,2.34552,1.04865,0.021485,24.2809,0.113665,1,550.513,56.9269,4.49613,1335.42,0.00243162,0.0946316,0.0111089,10.8674,-0.66806,2,93.3851,27.7497,31.3668,444.343,9.21283
00055298910-02,55298910,2,4,3395,4.438,6.71802,0.00195329,1.60952,1.673,0.0147432,22.0054,0.0697134,1,221.399,39.5315,1.62034,1328.79,0.00270238,0.0511963,0.740083,5.67999,-1.28472,4,44.9112,25.0344,28.5602,567.379,24.4915
00055298910-03,55298910,3,4,3395,4.438,10.5329,0.00219091,1.66647,3.3551,0.015265,70.659,0.094085,1,242.04,46.6784,0.831634,1327.33,0.00205481,0.0245314,0.705353,2.64998,0.15833,3,8.3759,10.3238,9.47364,488.395,13.4464
00055298910-04,55298910,4,4,3395,4.438,16.8556,0.0132984,1.89331,0.468075,0.0173428,15.5864,0.128722,1,338.524,52.652,7.31587,1330.48,0.00748988,0.166071,0.502469,6.91526,0.98472,2,6.89405,9.87324,10.3419,417.547,7.18364
00055401356-01,55401356,1,1,5985.9,3.67,7.28045,0.00841001,7.83522,18.7261,0.0540644,2.3479,0.0492742,1.32751,1059.44,258.88,8.77186,1325.52,0.0148731,4.38593,0.999863,2.2941,3.43472,4,0.35276,8.25317,6.65848,1370.98,834.917
